"","Main_Location","Date","Dir","AM_PHV","PM_PHV","ADT","AAWDT","AAWET","Intersection","formatted_address","geometry.location.lat","geometry.location.lng"
"338","E EVANS AVE",2015-05-31,"WB",738,832,NA,10761,NA," S FILLMORE ST","E Evans Ave, Colorado, USA","39.6795746","-104.8752735"
"339","E EWESLY AVE",2014-10-03,"WB",23,31,NA,298,NA," CORONA ST","Corona St, Denver, CO 80218, USA","39.7290719","-104.9740914"
"340","E EXPOSITION AVE",2009-06-09,"WB",41,53,NA,NA,NA,"S ONEIDA WAY","S Oneida Way & E Exposition Ave, Denver, CO 80224, USA","39.7038773","-104.9076049"
"341","E FLORIDA AVE",2006-06-06,"WBLT",25,24,NA,NA,NA,"S HOLLY ST","S Holly St & E Florida Ave, Denver, CO 80222, USA","39.689358","-104.9223369"
"342","E FLORIDA AVE",2014-06-06,"EBLT",66,122,NA,975,NA,"S HUDSON ST ","S Hudson St & E Florida Ave, Denver, CO 80222, USA","39.6893546","-104.9244072"
"343","E FLORIDA AVE",2014-06-06,"EBLT",66,122,NA,975,NA," S HOLLY ST","E Florida Ave, Colorado, USA","39.6893381","-104.8998676"
"344","E FLORIDA AVE",2015-03-20,"EB",303,273,NA,2310,NA,"S STEELE ST ","S Steele St & E Florida Ave, Denver, CO 80210, USA","39.6893264","-104.9500474"
"345","E FLORIDA AVE",2015-03-20,"EB",359,396,NA,3412,NA,"S GARFIELD ST ","S Garfield St & E Florida Ave, Denver, CO 80210, USA","39.6893144","-104.9441878"
"346","E FLORIDA AVE",2015-11-06,"EB",31,40,NA,448,NA,"S PENNSYLVAINIA ST ","E Florida Ave, Denver, CO, USA","39.6894606","-104.9081828"
"347","E FLORIDA AVE",2015-11-06,"EB",41,38,NA,424,NA,"S GRANT ST ","E Florida Ave & S Grant St, Denver, CO 80210, USA","39.6894117","-104.9839922"
"348","E FLORIDA AVE",2015-11-06,"EB",31,40,NA,448,NA," S LOGAN ST","S Logan St, Denver, CO, USA","39.6694863","-104.9828345"
"349","E HAMPDEN AVE",2006-04-11,"WBLT",610,534,NA,NA,NA,"YOSEMITE","E Hampden Ave & S Yosemite St, Denver, CO 80231, USA","39.6531367","-104.8848738"
"350","E HAMPDEN AVE",2006-07-11,"EBLT",290,290,NA,NA,NA,"S MONACO PARKWAY","E Hampden Ave & S Monaco Pkwy, Denver, CO 80224, USA","39.653152","-104.9128296"
"351","E HAMPDEN AVE",2006-11-14,"EB",1538,2073,NA,NA,NA,"I-25","6365 E Hampden Ave #103, Denver, CO 80222, USA","39.6540338","-104.9157332"
"352","E LEETSDALE DRIVE",2006-07-11,"EBLT",35,58,NA,NA,NA,"N QUEBEC ST","Leetsdale Dr, Colorado, USA","39.7071972","-104.9217374"
"353","E LOUISIANA AVE",2015-10-30,"EB",127,165,NA,1347,NA,"S ST PAUL ST ","E Louisiana Ave & S St Paul St, Denver, CO 80210, USA","39.6929531","-104.9512093"
"354","E LOUISIANA AVE",2015-10-30,"EB",127,165,NA,1347,NA," S STEELE ST","E Louisiana Ave, Colorado, USA","39.6931889","-104.877636"
"355","E LOWRY BLVD",2015-07-24,"EB",298,528,NA,5012,NA,"ROSEMARY ST ","Rosemary St & E Lowry Blvd, Denver, CO 80230, USA","39.716989","-104.8997188"
"356","E LOWRY BLVD",2015-07-24,"EB",298,528,NA,5012,NA," QUINCE ST","E Lowry Blvd, Colorado, USA","39.7191035","-104.8921811"
"357","E LOWRY BLVD",2015-07-24,"WB",492,460,NA,5848,NA," SPRUCE ST","150 Spruce St, Denver, CO 80230, USA","39.7234139","-104.8952024"
"358","E MEXICO AVE",2015-09-04,"EB",28,36,NA,323,NA,"S MARION ST ","E Mexico Ave & S Marion St, Denver, CO 80210, USA","39.6857477","-104.9722465"
"359","E MEXICO AVE",2015-09-04,"EB",42,42,NA,500,NA,"S CORONA ST ","E Mexico Ave & S Corona St, Denver, CO 80210, USA","39.685759","-104.9745911"
"360","E MEXICO AVE",2015-09-04,"EB",28,36,NA,323,NA," S DOWNING ST","E Mexico Ave, Colorado, USA","39.6857201","-104.9127309"
"361","E MEXICO AVE",2015-09-27,"WB",99,153,NA,1175,NA,"S ADAMS ST ","S Adams St & E Mexico Ave, Denver, CO 80210, USA","39.6856892","-104.9488626"
"362","E MEXICO AVE",2015-09-27,"EB",39,34,NA,394,NA,"S ST PAUL ST ","S St Paul St & E Mexico Ave, Denver, CO 80210, USA","39.6857046","-104.9512345"
"363","E OBERLIN PL",2015-06-19,"EB",7,7,NA,49,NA,"S TAMARAC DR","E Oberlin Pl & S Tamarac Dr, Denver, CO 80237, USA","39.6400762","-104.892995"
"364","E OHIO AVE",2014-05-22,"EB",43,64,NA,678,NA,"E GRANT ST ","S Grant St & E Ohio Ave, Denver, CO 80209, USA","39.7019877","-104.9839426"
"365","E OHIO AVE",2014-05-22,"WB",103,81,NA,1022,NA,"S PENNSYLVANIA ST ","S Pennsylvania St & E Ohio Ave, Denver, CO 80209, USA","39.7020109","-104.9815895"
"366","E OHIO AVE",2014-05-22,"EB",43,64,NA,678,NA," S LOGAN ST","E Ohio Ave, Colorado, USA","39.7026175","-104.9577351"
"367","E OHIO AVE",2014-05-22,"WB",103,81,NA,1022,NA," LOGAN ST","E Ohio Ave, Colorado, USA","39.700275","-104.835068"
"368","E OHIO AVE",2015-05-08,"EB",60,59,NA,642,NA,"S GAYLORD ST ","S Gaylord St & E Ohio Ave, Denver, CO 80209, USA","39.7020414","-104.9617134"
"369","E PRINCETON AVE",2011-06-11,"EB",58,112,NA,962,NA,"S. SIDNEY CT ","S Sidney Ct & E Princeton Ave, Denver, CO 80237, USA","39.642287","-104.8964523"
"370","E PRINCETON AVE",2011-06-11,"EB",58,112,NA,962,NA," S. SEBRING CT.","S Sebring Ct, Denver, CO, USA","39.6484604","-104.899424"
"371","E SMITH RD",2006-11-07,"WB",169,380,NA,NA,NA,"N FOREST ST","Smith Rd, Colorado, USA","39.7638773","-104.8265711"
"372","E TEMPLE DR",2015-09-04,NA,468,357,NA,3807,NA," S SPRING CREEK RD","Spring Creek Rd, Denver, CO 80237, USA","39.6326048","-104.8892977"
"373","E TENNESSEE AVE",2015-10-23,"EB",12,16,NA,121,NA,"S JACKSON ST ","E Tennessee Ave & S Jackson St, Denver, CO 80209, USA","39.6983882","-104.9430587"
"374","E TENNESSEE AVE",2015-10-23,"EB",21,24,NA,211,NA,"S GARFIELD ST ","S Garfield St & E Tennessee Ave, Denver, CO 80209, USA","39.6983871","-104.9442361"
"375","E TENNESSEE AVE",2015-10-23,"EB",12,16,NA,121,NA," S GARFIELD ST","E Tennessee Ave, Colorado, USA","39.6983923","-104.9488464"
"376","E WESLEY AVE",2010-10-03,"WB",54,64,NA,797,NA,"S MARION ST ","S Marion St & E Wesley Ave, Denver, CO 80210, USA","39.6731058","-104.9722969"
"377","E WESLEY AVE",2010-10-03,"WB",54,64,NA,797,NA," S DOWNING ST","E Wesley Ave, Colorado, USA","39.6721574","-104.8845892"
"378","E YALE AVE",2013-06-20,"EB",427,436,NA,4783,NA,"S CLAYTON ST ","S Clayton St & E Yale Ave, Denver, CO 80210, USA","39.667572","-104.9551281"
"379","E YALE AVE",2013-06-20,"EB",427,436,NA,4783,NA," S COLUMBINE ST","E Yale Ave, Colorado, USA","39.6675044","-104.8859307"
"380","E YALE AVE",2014-02-21,"EBLT",450,423,NA,5184,NA,"S HARRISON ST ","S Harrison St & E Yale Ave, Denver, CO 80222, USA","39.667551","-104.9417525"
"381","E YALE AVE",2014-09-19,"WBLT",84,49,NA,622,NA,"S QUEBEC ST","S Quebec St & E Yale Ave, Goldsmith, CO 80231, USA","39.6676108","-104.9034275"
"382","E YALE AVE",2014-09-19,"WBLT",124,84,NA,1117,NA,"S MONACO PKY","S Monaco Pkwy & E Yale Ave, Denver, CO 80224, USA","39.6676201","-104.9128026"
"383","E. 13th AVE.",2013-02-11,"WB",1120,1106,NA,13522,NA,"GILPIN ST ","Gilpin St & E 13th Ave, Denver, CO 80218, USA","39.7368342","-104.9672356"
"384","E. 13th AVE.",2013-02-11,"WB",890,872,NA,12355,NA,"MARION ST ","1010 E 13th Ave, Denver, CO 80218, USA","39.7365282","-104.9749594"
"385","E. 13th AVE.",2013-02-11,"WB",854,825,NA,11194,NA,"CLARKSON ST ","N Clarkson St & E 13th Ave, Denver, CO 80203, USA","39.7368847","-104.9776199"
"386","E. 13th AVE.",2013-02-11,"WB",678,788,NA,10939,NA,"LOGAN ST ","E 13th Ave & Logan St, Denver, CO 80203, USA","39.736882","-104.9822922"
"387","E. 13th AVE.",2013-02-11,"WB",1120,1106,NA,13522,NA," FRANKLIN ST.","E 13th Ave, Colorado, USA","39.7364591","-104.8752577"
"388","E. 13th AVE.",2013-04-29,"WB",244,275,NA,2964,NA,"ULSTER ST ","Ulster St & E 13th Ave, Denver, CO 80220, USA","39.7372714","-104.8940397"
"389","E. 13th AVE.",2013-04-30,"WB",192,220,NA,2366,NA,"YOSEMITE ST ","Yosemite St & E 13th Ave, Aurora, CO 80220, USA","39.7372829","-104.8846637"
"390","E. 13th AVE.",2013-10-17,"WB",611,784,NA,7820,NA,"FAIRFAX ST ","Fairfax St & E 13th Ave, Denver, CO 80220, USA","39.7365133","-104.928076"
"391","E. 13th AVE.",2013-10-17,"WB",857,776,NA,8432,NA,"BIRCH ST ","Birch Street & E 13th Ave, Denver, CO 80220, USA","39.7364989","-104.9361599"
"392","E. 14th AVE.",2012-01-06,"EBRT",186,327,NA,3226,NA,"COLORADO BLVD","E 14th Ave & Colorado Blvd, Denver, CO 80206, USA","39.7383069","-104.9407577"
"393","E. 14th AVE.",2013-04-30,"WB",57,70,NA,815,NA,"YOSEMITE ST","Yosemite St & 14th Ave, Aurora, CO 80220, USA","39.7387073","-104.8846556"
"394","E. 16th AVE.",2011-12-12,"EB",38,44,NA,511,NA,"MONROE ST ","E 16th Ave & Monroe St, Denver, CO 80206, USA","39.7419532","-104.9453549"
"395","E. 16th AVE.",2011-12-12,"EB",25,45,NA,428,NA,"HARRISON ST ","Harrison St & E 16th Ave, Denver, CO 80206, USA","39.7419494","-104.9418944"
"396","E. 16th AVE.",2011-12-12,"EB",38,44,NA,511,NA," MADISON ST","E 16th Ave, Colorado, USA","39.7414828","-104.9105014"
"397","E. 1st AVE",2013-09-12,"EB",38,101,NA,620,NA," N. KEARNEY ST","Kearney St, Denver, CO, USA","39.7780597","-104.9175758"
"398","E. 1st Pl.",2013-11-15,"WB",198,191,NA,1538,NA,"ROSEMARY ST. ","Rosemary St, Denver, CO, USA","39.7356334","-104.8999588"
"399","E. 1st Pl.",2013-11-15,"EB",201,161,NA,1421,NA,"RAMPART WAY ","E 1st Pl & Rampart Way, Denver, CO 80230, USA","39.7207512","-104.8988909"
"400","E. 25th DR.",2012-02-23,"EB",25,57,NA,360,NA,"UINTA ST. ","Uinta St & E 25th Dr, Denver, CO 80238, USA","39.7533764","-104.8936392"
"401","E. 26th AVE.",2013-01-21,"EB",51,101,NA,759,NA,"CLINTON ST.","Clinton St & E 26th Ave, Denver, CO 80010, USA","39.7547725","-104.8778782"
"402","E. 28th AVE",2012-11-26,"EB",81,126,NA,1342,NA,"ROSLYN ST","E 28th Ave & Roslyn St, Denver, CO 80238, USA","39.755969","-104.9005348"
"403","E. 28th AVE",2012-11-26,"EB",58,126,NA,988,NA,"SYRACUSE ST.","E 28th Ave & Syracuse St, Denver, CO 80238, USA","39.755951","-104.8989908"
"404","E. 31st AVE.",2013-03-04,"EB",38,48,NA,326,NA,"N. GALENA ST. ","E 31st Ave, Denver, CO 80238, USA","39.7609469","-104.8695547"
"405","E. 31st AVE.",2013-05-17,"EB",393,781,NA,6552,NA,"N. HIGH ST","E 31st Ave & N High St, Denver, CO 80205, USA","39.7607543","-104.9647273"
"406","E. 35TH AVE.",2012-04-17,"WB",378,382,NA,4730,NA,"SYRACUSE ST.","Syracuse St & E 35th Ave, Denver, CO 80238, USA","39.7652034","-104.8997273"
"407","E. 35TH AVE.",2012-06-11,"EB",38,48,NA,509,NA,"BEELER ST.","E 35th Ave & Beeler St, Denver, CO 80238, USA","39.7649879","-104.8798088"
"408","E. 38th AVE.",2013-03-04,"EB",21,34,NA,273,NA,"WILLIAMS ST. ","N Williams St & E 38th Ave, Denver, CO 80205, USA","39.7700648","-104.9659333"
"409","E. 38th AVE.",2013-03-04,"EB",21,34,NA,273,NA," GILPIN ST.","E 38th Ave, Denver, CO, USA","39.7691834","-104.9404802"
"410","E. 3rd AVE",2013-09-11,"EB",40,130,NA,718,NA,"N. KRAMERIA ST ","E 3rd Ave, Colorado, USA","39.7214014","-104.9174013"
"411","E. 40th AVE,.",2012-02-02,"WB",570,581,NA,7512,NA,"N. AIRPORT WAY","E 40th Ave & N Airport Blvd, Denver, CO 80239, USA","39.772912","-104.792157"
"412","E. 40th AVE,.",2012-02-02,"EB",383,611,NA,6612,NA,"E. 40th CIRCLE","E 40th Cir & E 40th Ave, Aurora, CO 80011, USA","39.7727731","-104.7959891"
"413","E. 46th AVE.",2012-01-27,"WB",133,136,NA,1829,NA,"STEELE ST. ","E 46th Ave. & Steele St, Denver, CO 80216, USA","39.7800544","-104.9502627"
"414","E. 46th AVE.",2012-01-27,"WB",133,136,NA,1829,NA," MADISON ST.","E 46th Ave, Denver, CO 80249, USA","39.7791891","-104.7524269"
"415","E. 48th AVE.",2013-09-20,"EB",112,124,NA,1486,NA,"VASQUEZ BLVD ","Vasquez Blvd & E 48th Ave, Denver, CO 80216, USA","39.7838147","-104.9479719"
"416","E. 48th AVE.",2013-09-20,"EB",112,124,NA,1486,NA," MONROE ST.","E 48th Ave, Denver, CO 80239, USA","39.78452","-104.8353454"
"417","E. 4th AVE.",2012-05-24,"EB",142,68,NA,795,NA,"N. SYRACUSE ST.","E 4th Ave, Denver, CO, USA","39.7225439","-104.9425415"
"418","E. 52nd AVE.",2012-03-10,"EB",110,186,NA,1396,NA," N. CARSON ST.","Carson St, Denver, CO, USA","39.7738917","-104.8348758"
"419","E. 7th AVE",2013-01-17,"EB",40,66,NA,681,NA,"ASH ST. ","E 7th Ave & Ash St., Denver, CO 80220, USA","39.727428","-104.9383215"
"420","E. 7th AVE",2013-01-17,"EB",27,56,NA,515,NA,"BELLAIRE ST. ","E 7th Ave & Bellaire St, Denver, CO 80220, USA","39.7274175","-104.937142"
"421","E. 7th AVE",2013-01-17,"EB",40,66,NA,681,NA," ALBION ST.","E 7th Ave, Colorado, USA","39.7273401","-104.8964474"
"422","E. 7th AVE PKWY",2014-04-11,"EB",68,346,NA,1409,NA,"VINE ST ","E 7th Ave & Vine St, Denver, CO 80206, USA","39.7271053","-104.9625056"
"423","E. 7th AVE PKWY",2014-04-11,"EB",77,154,NA,1184,NA,"GARFIELD ST ","Garfield St & E 7th Ave Pkwy, Denver, CO 80206, USA","39.7273237","-104.944008"
"424","E. ALAMEDA AVE",2013-07-26,"EB",395,500,NA,5767,NA,"MILWAUKEE ST ","E Alameda Ave & S Milwaukee St, Denver, CO 80209, USA","39.7110133","-104.9523293"
"425","E. ALAMEDA AVE",2013-07-26,"EB",395,500,NA,5767,NA," E ALAMEDA CIR","E Alameda Ave, Colorado, USA","39.7112219","-104.9014912"
"426","E. BAYAUD AVE",2012-07-31,"EB",138,319,NA,2403,NA,"S. GARFIELD ST ","S Garfield St & E Bayaud Ave, Denver, CO 80209, USA","39.7146555","-104.9437516"
"427","E. BAYAUD AVE",2012-07-31,"EB",138,319,NA,2403,NA," S. JACKSON ST","E Bayaud Ave, Denver, CO, USA","39.714655","-104.9408008"
"428","E. BAYAUD AVE",2013-11-15,"EB",57,47,NA,428,NA,"S. FAIRMOUNT DR. ","E Bayaud Ave & S Fairmount Dr, Denver, CO 80230, USA","39.7152807","-104.8945776"
"429","E. CEDAR AVE",2013-07-26,"EB",15,35,NA,261,NA,"S UNIVERSITY ","E Cedar Ave & S University Blvd, Denver, CO 80209, USA","39.7129638","-104.9591444"
"430","E. COLFAX AVE",2014-03-14,"EB",724,976,NA,12702,NA,"NEWPORT ST","E Colfax Ave & Newport St, Denver, CO 80220, USA","39.7401125","-104.9093848"
"431","E. COLFAX AVE",2014-03-14,"EB",803,1029,NA,14225,NA,"DOWNING ST","E Colfax Ave & N Downing St, Denver, CO 80218, USA","39.7400175","-104.973392"
"432","E. COLFAX AVE",2014-03-21,"EB",691,993,NA,12487,NA,"ONEIDA ST","E Colfax Ave & Oneida St, Denver, CO 80220, USA","39.7402084","-104.9081593"
"433","E. COLORADO AVE",2011-07-19,"EB",12,21,NA,157,NA,"S. CLERMONT ST.","E Colorado Ave & S Clermont St, Denver, CO 80222, USA","39.6842772","-104.9348997"
"434","E. DAKOTA AVE",2011-10-03,"EB",43,44,NA,403,NA,"S. JERSEY ST ","E Dakota Ave & S Jersey St, Denver, CO 80224, USA","39.7093043","-104.919945"
"435","E. DAKOTA AVE",2014-04-11,"EB",28,72,NA,416,NA,"S GILPIN ST ","E Dakota Ave & S Gilpin St, Denver, CO 80209, USA","39.7093074","-104.967484"
"436","E. DAKOTA AVE",2014-04-11,"EB",43,114,NA,579,NA,"S FRANKLIN ST ","E Dakota Ave & S Franklin St, Denver, CO 80209, USA","39.7093039","-104.9686993"
"437","E. FLORIDA AVE.",2013-11-15,"EB",49,39,NA,364,NA,"S. VINE ST. ","S Vine St & E Florida Ave, Denver, CO 80210, USA","39.6893129","-104.9628823"
"438","E. FLORIDA AVE.",2013-11-15,"EB",68,51,NA,491,NA,"S. GAYLORD ST. ","S Gaylord St & E Florida Ave, Denver, CO 80210, USA","39.6893265","-104.9617535"
"439","E. GIRARD AVE.",2011-03-01,"EB",72,123,NA,NA,NA,"S. PONTIAC ST.","S Pontiac St & E Girard Ave, Denver, CO 80224, USA","39.6566665","-104.9045143"
"440","E. HAMPDEN AVE.",2012-04-17,"WB",1716,1319,NA,17432,NA,"S. VERBENA ST.","S Verbena St & E Hampden Ave, Denver, CO 80237, USA","39.6530339","-104.8918551"
"441","E. ILIFF AVE.",2011-02-22,"EB",88,124,NA,NA,NA,"S. ALBION ST.","E Iliff Ave & S Albion St, Denver, CO 80222, USA","39.674812","-104.9395939"
"442","E. JEWELL AVE",2011-09-20,"EB",25,70,NA,478,NA,"S. NEWPORT ST. AND NIAGRA ST","S Newport St & E Jewell Ave, Denver, CO 80224, USA","39.6820813","-104.9096099"
"443","E. KENTUCKY AVE.",2013-03-04,"SB",5,15,NA,102,NA,"S. MADISON ST. ","4600 E Kentucky Ave, Denver, CO 80246, USA","39.69966","-104.9335168"
"444","E. KENTUCKY AVE.",2013-03-04,"EB",23,26,NA,184,NA,"S. ADAMS ST. ","S Adams St & E Kentucky Ave, Denver, CO 80209, USA","39.7002018","-104.9487422"
"445","E. KENTUCKY AVE.",2013-03-04,"SB",5,15,NA,102,NA," S. ADAMS ST.","E Kentucky Ave, Colorado, USA","39.7002008","-104.9407826"
"446","E. LOUISANA AVE",2011-09-27,"EB",399,464,NA,4785,NA,"S. FRANKLIN ST","E Louisiana Ave & S Franklin St, Denver, CO 80210, USA","39.6929511","-104.9687336"
"447","E. LOUISANA AVE",2012-09-04,"EB",353,450,NA,4722,NA,"S. WILLIAMS ST. ","S Williams St & E Louisiana Ave, Denver, CO 80210, USA","39.6929588","-104.9663768"
"448","E. LOUISANA AVE",2012-09-04,"EB",353,450,NA,4722,NA," HIGH ST.","1700 E Louisiana Ave, Denver, CO 80210, USA","39.6921629","-104.9660181"
"449","E. LOUISIANA AVE",2014-01-22,"EB",268,245,NA,2516,NA,"S. GRANT ST. ","E Louisiana Ave & S Grant St, Denver, CO 80210, USA","39.6930149","-104.9839927"
"450","E. MEXICO AVE.",2011-12-12,"EB",44,94,NA,666,NA,"S. FOREST ST. ","S Forest St & E Mexico Ave, Denver, CO 80222, USA","39.6857143","-104.9274568"
"451","E. MEXICO AVE.",2011-12-12,"EB",52,117,NA,843,NA,"S. FAIRFAX ST. ","S Fairfax St & E Mexico Ave, Denver, CO 80222, USA","39.685714","-104.9287437"
"452","E. NIELSEN LN",2012-03-20,"EB",9,12,NA,115,NA,"S. MADISON ST. ","E Nielsen Ln & S Madison St, Denver, CO 80210, USA","39.6659206","-104.9458151"
"453","E. NIELSEN LN",2012-03-20,"EB",9,12,NA,115,NA," E. YALE AVE.","E Nielsen Ln, Denver, CO 80210, USA","39.6652998","-104.9441602"
"454","E. OHIO AVE.",2013-06-14,"EB",69,85,NA,967,NA,"S. YORK ST ","S York St & E Ohio Ave, Denver, CO 80209, USA","39.7020337","-104.9605617"
"455","E. PRINCETON",2011-05-07,"EB",48,147,NA,NA,NA,"S. QUEBEC ST.","S Quebec St & E Princeton Ave, Denver, CO 80237, USA","39.641117","-104.9028619"
"456","E. QUINCY AVE",2014-04-04,"EBLT",79,130,NA,1082,NA,"EASTMOOR DR","Eastmoor Dr & E Quincy Ave, Denver, CO 80237, USA","39.6387302","-104.9040834"
"457","E. QUINCY AVE.",2013-11-15,"EB",56,137,NA,1049,NA,"S. TAMARAC PKWY ","E Quincy Ave & S Tamarac Pkwy, Denver, CO 80237, USA","39.6382383","-104.8948543"
"458","E. QUINCY AVE.",2013-11-15,"EB",44,132,NA,1038,NA,"E. OXFORD DR. ","E Oxford Dr & Quincy Ave, Denver, CO 80237, USA","39.6394196","-104.8870346"
"459","E. QUINCY AVE.",2013-11-15,"EB",56,137,NA,1049,NA," S. TAMARAC DR","E Quincy Ave, Colorado, USA","39.6385745","-104.9378283"
"460","E. TEMPLE DR.",2012-02-23,"WB",455,221,NA,2983,NA,"S. WABASH ST.","E Temple Dr & S Wabash St, Denver, CO 80237, USA","39.6323836","-104.8890482"
"461","E. TEMPLE DR.",2012-02-23,"WB",452,217,NA,2953,NA,"DTC BLVD.","E Temple Dr, Denver, CO 80237, USA","39.6322622","-104.8890446"
"462","E. VIRGINIA AVE",2012-03-16,"EB",28,27,NA,237,NA,"S. STEELE ST. ","E Virginia Ave & S Steele St, Denver, CO 80209, USA","39.7069768","-104.9499793"
"463","E. VIRGINIA AVE",2012-03-16,"EB",28,27,NA,237,NA," S. GARFIELD ST.","E Virginia Ave, Colorado, USA","39.7064407","-104.9459905"
"464","E. VIRGINIA AVE",2012-06-28,"EB",73,99,NA,1086,NA,"S. HIGH ST.","E Virginia Ave & S High St, Denver, CO 80209, USA","39.7074941","-104.9651913"
"465","E. YALE AVE",2014-02-19,"EB",707,1270,NA,12538,NA,"E VASSAR AVE ","E Vassar Ave & E Yale Ave, Denver, CO 80222, USA","39.6675604","-104.9222177"
"466","E. YALE AVE",2014-02-19,"WB",941,852,NA,10305,NA,"S HOLLY PL ","S Holly Pl & E Yale Ave, Southeast, CO 80222, USA","39.6675963","-104.9206716"
"467","E. YALE AVE.",2013-09-26,"EB",1001,1108,NA,11847,NA,"S. EUDORA ST. ","S Eudora St & E Yale Ave, Denver, CO 80222, USA","39.6674672","-104.9304331"
"468","E. YALE AVE.",2013-09-26,"WB",689,964,NA,8425,NA,"S. BELLAIRE ST. ","S Bellaire St, Denver, CO, USA","39.6784544","-104.9374253"
"469","E35TH AVE",2015-05-08,"EB",8,10,NA,92,NA," FLORENCE WAY","Florence Way, Denver, CO, USA","39.7632172","-104.8694664"
"470","EASE DAKOTA   AVE",2010-10-12,"WB",26,30,NA,677,NA,"SOUTH IVY ST","S Ivy St, Denver, CO, USA","39.6893636","-104.9205547"
"471","EAST 26th AVE",2010-08-19,"EB",177,352,NA,NA,NA,"GARFIELD ","Garfield St & E 26th Ave, Denver, CO 80205, USA","39.7544308","-104.9441324"
"472","EAST 26th AVE",2010-08-19,"EB",167,352,NA,NA,NA,"CLAYTON ","Clayton St & E 26th Ave, Denver, CO 80205, USA","39.7544528","-104.9548939"
"473","EAST 26th AVE",2010-08-19,"EB",167,352,NA,NA,NA," ELIZABETH","E 26th Ave, Colorado, USA","39.7547731","-104.8673261"
"474","EAST CORNELL AVE",2010-08-20,"EB",28,40,NA,749,NA,"S BIRCH ","E Cornell Ave & S Birch St, Denver, CO 80222, USA","39.6634702","-104.9367879"
"475","EAST CORNELL AVE",2010-08-20,"EB",28,40,NA,749,NA," S CLERMONT","E Cornell Ave, Colorado, USA","39.6631318","-104.8970173"
"476","EAST FLORIDA AVE",2011-09-06,"EB",173,361,NA,3447,NA,"SOUTH QUEBEC WAY","S Quebec Way & E Florida Ave, Denver, CO 80231, USA","39.6893359","-104.8967223"
"477","EB COLFAX AVE OFFRAMP",2010-07-16,"NB",95,119,NA,NA,NA,"FEDERAL BLVD","W Colfax Ave, Colorado, USA","39.7401684","-105.0977404"
"478","EMERSON ST",2009-09-16,"NB",359,351,NA,NA,NA,"ALAMEDA  AVE","S Emerson St & E Alameda Ave, Denver, CO 80209, USA","39.7111067","-104.9769128"
"479","EMERSON ST",2009-09-16,"NB",275,317,NA,NA,NA,"EXPOSITION AVE","S Emerson St & E Exposition Ave, Denver, CO 80209, USA","39.7038659","-104.9769329"
"480","EMERSON ST",2010-06-07,"NB",143,255,NA,NA,NA,"NO KENTUCKY","S Emerson St & E Kentucky Ave, Denver, CO 80209, USA","39.7002138","-104.9769348"
"481","EMERSON ST",2010-06-07,"NB",202,268,NA,NA,NA,"SO BAYAUD","S Emerson St & E Bayaud Ave, Denver, CO 80209, USA","39.7147133","-104.9769223"
"482","EVANS",2006-10-10,"WB",1850,1648,NA,NA,NA,"I-25","5005 E Evans Ave, Denver, CO 80222, USA","39.6786625","-104.9282021"
"483","EVANS",2007-10-23,"WB",1670,1393,NA,NA,NA,"MONACO","E Evans Ave & S Monaco Pkwy, Denver, CO 80222, USA","39.6784497","-104.9128902"
"484","EVANS",2008-08-04,"EB",927,1102,NA,NA,NA,"UNIVERSITY","2050 E Evans Ave, Denver, CO 80210, USA","39.6778347","-104.963173"
"485","EVANS",2010-11-16,"WB",941,1159,NA,NA,NA,"UNIVERSITY BLVD","E Evans Ave & S University Blvd, Denver, CO 80210, USA","39.6784767","-104.9594495"
"486","EVANS AVE",2011-03-14,"EB",1122,1121,NA,NA,NA,"SANTA FE INTERCHANGE","S Santa Fe Dr, Denver, CO, USA","39.6625597","-104.9978906"
"487","FAIRMOUNT DR.",2013-11-15,"NB",618,335,NA,4895,NA,"E. CEDAR PL. ","Fairmount Dr, Denver, CO, USA","39.7113155","-104.8928191"
"488","FAIRMOUNT DR.",2013-11-15,"SB",259,671,NA,4992,NA,"E. LOWRY BLVD ","E Fairmount Dr, Denver, CO 80230, USA","39.7160785","-104.8951395"
"489","FEDERAL",2008-10-13,"SB",896,1410,NA,NA,NA,"FLORIDA","W Florida Ave & S Federal Blvd, Denver, CO 80219, USA","39.6894889","-105.0250615"
"490","FEDERAL",2008-10-13,"NBLT",241,213,NA,NA,NA,"JEWELL","S Federal Blvd & W Jewell Ave, Denver, CO 80219, USA","39.6822621","-105.0250506"
"491","FEDERAL",2008-10-29,"SBLT",110,96,NA,NA,NA,"5TH ST TO 6TH AVE RAMP","W 6th Ave, Denver, CO, USA","39.7257268","-105.0438561"
"492","FEDERAL BLVD",2007-07-24,"NB",700,1389,NA,NA,NA,"I-70 WEST BOUND  OFFRAMP","I-70, Denver, CO, USA","39.7797337","-104.9863593"
"493","FEDERAL BLVD",2009-01-28,"NB",1433,1495,NA,NA,NA,"ALAMEDA  AVE","S Federal Blvd, Denver, CO, USA","39.6647793","-105.0251329"
"494","FEDERAL BLVD",2009-11-10,"SBRT",174,308,NA,NA,NA,"6TH AVE","Federal Blvd & W 6th Ave, Denver, CO 80204, USA","39.726872","-105.024988"
"495","FEDERAL BLVD",2011-08-21,"NB",900,1192,NA,14051,NA,"10th AVE","W 10th Ave & Federal Blvd, Denver, CO 80204, USA","39.7329738","-105.0252394"
